uid,previous_occupation_42,Previous_emp_type,retirement_age
991,"csp_5_5","cond|1|6",63
995,"csp_1_1","cond|2|1",60
997,"csp_5_2","cond|1|6",55
999,"csp_6_2","cond|1|5",65
1021,"csp_5_2","cond|1|6",60
1029,"csp_5_2","cond|1|6",60
1036,"csp_4_2","cond|1|6",60
1058,"csp_2_3","cond|2|2",65
1061,"csp_1_2","cond|2|1",54
1062,"csp_6_5","cond|1|6",60
1068,"csp_5_2","cond|1|6",60
1076,"csp_5_4","cond|1|6",60
1086,"csp_1_3","cond|2|2",60
1089,"csp_4_3","cond|2|1",59
1109,"csp_4_5","cond|1|6",62
1122,"csp_5_2","cond|1|6",60
1124,"csp_6_3","cond|1|6",65
1126,"csp_3_7","cond|1|6",64
1130,"csp_5_6","cond|1|6",60
1133,"csp_2_2","cond|2|2",60
1139,"csp_5_6","cond|1|6",60
1149,"csp_5_2","cond|1|6",65
1169,"csp_5_3","cond|1|6",60
1173,"csp_4_2","cond|1|6",60
1191,"csp_5_2","cond|1|6",52
1200,"csp_4_6","cond|1|6",60
1207,"csp_6_2","cond|1|3",54
1216,"csp_6_4","cond|1|6",65
1217,"csp_4_2","cond|1|6",60
1224,"csp_2_1","cond|2|1",60
1230,"csp_5_6","cond|1|6",61
1241,"csp_5_5","cond|1|6",60
1243,"csp_2_2","cond|2|2",57
1246,"csp_6_3","cond|1|6",60
1254,"csp_6_3","cond|1|6",53
1276,"csp_6_4","cond|1|6",60
1286,"csp_3_8","cond|1|6",60
1293,"csp_5_6","cond|1|6",61
1295,"csp_6_8","cond|1|6",60
1296,"csp_6_3","cond|1|6",60
1301,"csp_4_8","cond|1|6",65
1314,"csp_5_5","cond|1|6",60
1326,"csp_5_3","cond|1|6",59
1327,"csp_6_4","cond|1|6",65
1331,"csp_5_2","cond|1|5",63
1336,"csp_6_8","cond|1|6",60
1339,"csp_6_8","cond|1|6",60
1343,"csp_4_2","cond|1|6",55
1348,"csp_5_2","cond|1|5",66
1349,"csp_6_4","cond|1|6",57
1351,"csp_5_2","cond|1|6",59
1358,"csp_4_7","cond|1|6",60
1365,"csp_1_1","cond|2|1",56
1367,"csp_2_3","cond|2|2",60
1375,"csp_6_2","cond|1|6",60
1376,"csp_6_2","cond|1|6",60
1377,"csp_6_2","cond|1|6",57
1383,"csp_6_9","cond|1|6",64
1384,"csp_5_6","cond|1|2",65
1402,"csp_3_7","cond|1|6",57
1412,"csp_4_6","cond|1|6",60
1423,"csp_2_2","cond|2|1",62
1424,"csp_4_6","cond|1|6",60
1425,"csp_4_2","cond|1|6",58
1430,"csp_5_5","cond|1|6",60
1435,"csp_6_3","cond|1|6",64
1447,"csp_6_3","cond|1|5",55
1450,"csp_6_7","cond|1|5",60
1463,"csp_4_7","cond|1|6",60
1467,"csp_6_8","cond|1|6",65
1471,"csp_5_4","cond|1|6",55
1481,"csp_6_2","cond|1|5",59
1485,"csp_6_2","cond|1|6",58
1496,"csp_5_2","cond|1|6",60
1501,"csp_5_2","cond|1|6",60
1506,"csp_1_1","cond|2|1",62
1510,"csp_2_2","cond|2|1",60
1516,"csp_5_2","cond|1|6",59
1517,"csp_5_2","cond|1|6",62
1521,"csp_6_7","cond|1|2",55
1522,"csp_2_2","cond|2|2",65
1527,"csp_6_3","cond|1|6",65
1528,"csp_5_6","cond|1|6",61
1536,"csp_6_3","cond|1|6",53
1539,"csp_6_4","cond|1|6",60
1561,"csp_6_3","cond|1|6",65
1582,"csp_6_3","cond|1|6",60
1601,"csp_5_6","cond|1|6",65
1606,"csp_6_7","cond|1|6",60
1610,"csp_6_8","cond|1|6",60
1612,"csp_6_3","cond|1|6",60
1625,"csp_2_1","cond|2|2",55
1631,"csp_5_6","cond|1|6",60
1644,"csp_5_6","cond|1|6",60
1650,"csp_6_2","cond|1|6",63
1659,"csp_4_6","cond|1|6",60
1662,"csp_6_2","cond|1|6",60
1673,"csp_5_2","cond|1|6",54
1682,"csp_5_6","cond|1|6",60
1686,"csp_6_4","cond|1|6",64
1688,"csp_6_4","cond|1|6",62
1697,"csp_5_2","cond|1|6",60
1703,"csp_6_3","cond|1|2",60
1706,"csp_1_1","cond|2|1",60
1713,"csp_2_3","cond|2|2",60
1721,"csp_5_2","cond|1|6",56
1724,"csp_5_6","cond|1|6",60
1727,"csp_6_2","cond|1|6",59
1742,"csp_5_4","cond|1|6",62
1747,"csp_5_2","cond|1|5",60
1749,"csp_5_6","cond|1|5",60
1767,"csp_6_7","cond|1|6",60
1774,"csp_5_2","cond|1|6",60
1785,"csp_5_3","cond|1|6",56
1794,"csp_4_7","cond|1|6",60
1804,"csp_3_8","cond|1|5",63
1841,"csp_2_2","cond|2|1",60
1846,"csp_6_3","cond|1|2",60
1848,"csp_2_2","cond|2|1",63
1857,"csp_1_1","cond|2|1",60
1861,"csp_6_2","cond|1|6",58
1867,"csp_2_2","cond|2|1",60
1869,"csp_6_9","cond|1|5",65
1880,"csp_1_1","cond|2|2",65
1884,"csp_4_5","cond|1|6",46
1886,"csp_5_6","cond|1|6",60
1913,"csp_5_2","cond|1|6",60
1917,"csp_5_4","cond|1|6",65
1920,"csp_3_7","cond|1|6",58
1926,"csp_4_3","cond|1|6",60
1940,"csp_4_8","cond|1|6",60
1941,"csp_5_2","cond|1|6",65
1950,"csp_4_5","cond|1|6",60
1954,"csp_4_6","cond|1|6",60
1966,"csp_6_8","cond|1|6",65
1967,"csp_1_1","cond|2|1",63
1969,"csp_6_8","cond|1|2",60
1971,"csp_5_2","cond|1|6",60
1982,"csp_3_1","cond|2|2",60
1994,"csp_5_2","cond|1|5",57
2003,"csp_3_3","cond|1|6",60
2012,"csp_5_6","cond|1|5",65
2021,"csp_5_4","cond|1|6",60
2022,"csp_5_6","cond|1|6",60
2024,"csp_6_3","cond|1|6",60
2046,"csp_4_2","cond|1|6",56
2051,"csp_1_1","cond|2|1",60
2125,"csp_5_2","cond|1|6",60
2129,"csp_1_1","cond|2|1",65
2138,"csp_5_4","cond|1|6",65
2141,"csp_6_7","cond|1|6",65
2155,"csp_2_1","cond|2|1",59
2174,"csp_6_5","cond|1|6",58
2176,"csp_5_3","cond|1|6",58
2181,"csp_5_6","cond|1|6",60
2189,"csp_4_5","cond|1|6",57
2198,"csp_2_3","cond|2|2",60
2199,"csp_5_6","cond|1|6",65
2202,"csp_2_1","cond|2|1",60
2214,"csp_3_7","cond|1|6",60
2225,"csp_4_8","cond|1|6",60
2235,"csp_6_8","cond|1|6",58
2250,"csp_6_4","cond|1|6",60
2252,"csp_4_8","cond|1|6",63
2262,"csp_1_3","cond|2|2",60
2269,"csp_5_2","cond|1|6",60
2286,"csp_1_3","cond|2|2",60
2295,"csp_5_2","cond|1|6",60
2298,"csp_5_4","cond|1|6",62
2304,"csp_4_2","cond|1|6",65
2308,"csp_4_5","cond|1|6",60
2311,"csp_1_1","cond|2|1",60
2312,"csp_5_3","cond|1|6",58
2313,"csp_4_3","cond|1|6",57
2315,"csp_5_4","cond|1|6",60
2320,"csp_5_2","cond|1|6",63
2321,"csp_3_4","cond|1|6",60
2340,"csp_5_2","cond|1|6",60
2342,"csp_5_5","cond|1|6",65
2350,"csp_5_4","cond|1|6",60
2352,"csp_2_2","cond|2|2",60
2360,"csp_5_4","cond|1|6",59
2365,"csp_6_7","cond|1|6",59
2375,"csp_3_4","cond|1|6",58
2380,"csp_2_1","cond|2|1",60
2382,"csp_6_3","cond|1|6",55
2395,"csp_2_1","cond|2|2",60
2397,"csp_5_6","cond|1|6",60
2412,"csp_5_2","cond|1|6",58
2417,"csp_4_8","cond|1|6",60
2422,"csp_4_2","cond|1|6",60
2425,"csp_5_4","cond|1|6",60
2433,"csp_2_1","cond|2|2",61
2434,"csp_4_8","cond|1|6",60
2439,"csp_5_5","cond|1|6",60
2443,"csp_3_8","cond|1|6",55
2446,"csp_5_6","cond|1|5",65
2463,"csp_5_5","cond|1|6",54
2467,"csp_5_2","cond|1|6",60
2471,"csp_6_8","cond|1|6",65
2472,"csp_5_3","cond|1|6",58
2473,"csp_4_6","cond|1|6",60
2479,"csp_6_4","cond|1|6",63
2483,"csp_4_3","cond|1|6",58
2485,"csp_4_6","cond|1|6",59
2497,"csp_5_4","cond|1|6",61
2510,"csp_4_6","cond|1|6",60
2513,"csp_4_5","cond|1|6",60
2515,"csp_6_8","cond|1|5",65
2517,"csp_2_1","cond|2|2",60
2519,"csp_4_2","cond|1|6",60
2521,"csp_3_7","cond|1|6",57
2527,"csp_5_2","cond|1|6",60
2535,"csp_5_2","cond|1|6",56
2537,"csp_4_3","cond|2|2",60
2547,"csp_2_1","cond|2|2",60
2548,"csp_3_3","cond|1|6",60
2564,"csp_3_8","cond|1|6",59
2578,"csp_4_6","cond|1|5",64
2579,"csp_6_7","cond|1|6",65
2602,"csp_5_5","cond|1|6",58
2608,"csp_3_7","cond|1|6",60
2609,"csp_5_6","cond|1|6",62
2631,"csp_2_2","cond|2|2",60
2640,"csp_1_1","cond|2|1",60
2655,"csp_6_8","cond|1|6",60
2657,"csp_4_8","cond|1|6",60
2663,"csp_5_2","cond|1|5",60
2686,"csp_6_5","cond|1|6",60
2692,"csp_5_2","cond|1|6",60
2708,"csp_4_3","cond|1|6",60
2714,"csp_4_3","cond|1|6",57
2719,"csp_3_8","cond|1|6",60
2721,"csp_3_7","cond|1|6",60
2722,"csp_5_2","cond|1|6",60
2734,"csp_6_2","cond|1|6",60
2736,"csp_3_3","cond|1|6",55
2739,"csp_3_8","cond|1|6",57
2741,"csp_4_3","cond|1|6",60
2747,"csp_4_3","cond|1|6",60
2761,"csp_5_6","cond|1|6",60
2779,"csp_5_4","cond|1|6",60
2782,"csp_5_6","cond|1|6",60
2791,"csp_5_2","cond|1|6",62
2796,"csp_6_8","cond|1|6",60
2805,"csp_5_5","cond|1|6",60
2806,"csp_5_4","cond|1|6",60
2819,"csp_5_2","cond|1|2",65
2825,"csp_2_2","cond|2|2",56
2842,"csp_4_3","cond|1|6",55
2843,"csp_3_4","cond|1|6",60
2844,"csp_2_1","cond|2|1",60
2846,"csp_5_3","cond|1|6",60
2853,"csp_4_2","cond|1|6",62
2858,"csp_5_4","cond|1|6",65
2861,"csp_6_7","cond|1|6",60
2866,"csp_3_4","cond|1|6",60
2873,"csp_4_7","cond|1|6",65
2893,"csp_6_7","cond|1|6",62
2912,"csp_5_2","cond|1|6",65
2916,"csp_2_3","cond|2|2",63
2917,"csp_5_5","cond|1|6",65
2921,"csp_3_1","cond|2|1",60
2923,"csp_6_7","cond|1|6",62
2925,"csp_5_4","cond|1|6",60
2932,"csp_4_6","cond|1|6",60
2934,"csp_6_5","cond|1|6",65
2940,"csp_5_5","cond|1|6",60
2942,"csp_5_3","cond|1|6",57
2951,"csp_5_4","cond|1|6",60
2954,"csp_6_8","cond|1|6",63
2969,"csp_4_3","cond|2|2",60
2972,"csp_5_6","cond|1|5",65
2979,"csp_4_6","cond|1|6",60
2980,"csp_6_3","cond|1|6",57
2986,"csp_4_2","cond|1|6",60
2989,"csp_3_7","cond|1|3",60
2995,"csp_5_2","cond|1|6",55
3011,"csp_4_5","cond|1|6",53
3016,"csp_5_6","cond|1|6",60
3017,"csp_3_4","cond|1|6",60
3025,"csp_2_2","cond|2|1",60
3040,"csp_6_4","cond|1|6",56
3048,"csp_2_1","cond|2|2",61
3053,"csp_2_3","cond|2|2",55
3061,"csp_4_8","cond|1|6",60
3068,"csp_5_4","cond|1|6",60
3069,"csp_5_5","cond|1|6",57
3072,"csp_5_2","cond|1|6",62
3083,"csp_6_7","cond|1|5",60
3085,"csp_4_7","cond|1|6",60
3091,"csp_5_6","cond|1|6",65
3095,"csp_5_4","cond|1|6",63
3099,"csp_5_2","cond|1|6",60
3101,"csp_4_7","cond|1|5",60
3104,"csp_5_2","cond|1|6",60
3108,"csp_5_2","cond|1|6",60
3110,"csp_4_3","cond|1|6",60
3122,"csp_5_4","cond|1|6",60
3124,"csp_5_6","cond|1|5",60
3127,"csp_4_3","cond|1|6",60
3129,"csp_5_5","cond|1|6",60
3131,"csp_2_1","cond|2|1",59
3157,"csp_2_1","cond|2|2",60
3164,"csp_5_2","cond|1|6",60
3178,"csp_4_3","cond|1|6",60
3185,"csp_3_3","cond|1|6",59
3193,"csp_3_5","cond|1|6",62
3197,"csp_3_7","cond|1|6",60
3213,"csp_5_2","cond|1|6",58
3229,"csp_5_4","cond|1|6",60
3235,"csp_5_4","cond|1|6",62
3239,"csp_5_2","cond|1|6",60
3251,"csp_4_8","cond|1|6",65
3255,"csp_3_1","cond|2|1",60
3256,"csp_4_3","cond|1|6",60
3261,"csp_2_1","cond|2|2",59
3263,"csp_4_7","cond|1|6",66
3266,"csp_2_1","cond|2|1",58
3275,"csp_5_2","cond|1|6",60
3279,"csp_5_2","cond|1|6",67
3291,"csp_4_6","cond|1|6",65
3295,"csp_2_3","cond|2|2",65
3300,"csp_5_5","cond|1|6",60
3304,"csp_6_3","cond|1|6",55
3306,"csp_2_1","cond|2|2",55
3307,"csp_5_2","cond|1|5",60
3310,"csp_3_7","cond|1|6",55
3320,"csp_5_2","cond|1|6",55
3324,"csp_5_6","cond|1|6",60
3330,"csp_4_7","cond|1|6",60
3332,"csp_6_9","cond|1|5",65
3338,"csp_6_3","cond|1|6",56
3343,"csp_5_2","cond|1|6",65
3344,"csp_5_6","cond|1|6",64
3347,"csp_4_3","cond|1|6",62
3353,"csp_5_2","cond|1|6",60
3368,"csp_5_4","cond|1|6",65
3375,"csp_5_2","cond|1|5",60
3384,"csp_2_2","cond|2|1",60
3386,"csp_4_3","cond|2|1",60
3388,"csp_4_3","cond|1|6",60
3393,"csp_5_4","cond|1|6",65
3394,"csp_5_6","cond|1|6",60
3401,"csp_5_4","cond|1|6",65
3436,"csp_2_1","cond|2|1",60
3450,"csp_5_6","cond|1|6",61
3455,"csp_2_2","cond|2|1",56
3458,"csp_2_1","cond|2|1",60
3465,"csp_5_5","cond|1|6",60
3466,"csp_4_6","cond|1|5",65
3470,"csp_3_3","cond|1|6",57
3479,"csp_5_2","cond|1|6",60
3480,"csp_2_2","cond|2|1",60
3486,"csp_3_8","cond|1|6",57
3500,"csp_4_4","cond|1|6",57
3520,"csp_1_1","cond|2|1",61
3522,"csp_6_5","cond|1|6",60
3523,"csp_2_1","cond|2|2",60
3529,"csp_3_7","cond|1|6",60
3559,"csp_4_2","cond|1|6",65
3580,"csp_4_2","cond|1|6",60
3587,"csp_4_2","cond|1|6",60
3597,"csp_5_3","cond|1|6",61
3602,"csp_3_7","cond|1|6",60
3612,"csp_2_1","cond|2|3",60
3613,"csp_2_1","cond|2|1",65
3625,"csp_5_2","cond|1|6",64
3628,"csp_5_2","cond|1|6",60
3633,"csp_5_2","cond|1|6",61
3639,"csp_2_3","cond|2|2",56
3657,"csp_3_7","cond|1|6",58
3667,"csp_3_7","cond|1|6",60
3673,"csp_6_8","cond|1|6",56
3703,"csp_6_8","cond|1|6",65
3710,"csp_5_3","cond|1|6",60
3716,"csp_5_4","cond|1|6",57
3717,"csp_5_2","cond|1|6",60
3724,"csp_6_7","cond|1|6",60
3730,"csp_5_2","cond|1|6",64
3741,"csp_4_6","cond|1|6",60
3743,"csp_5_2","cond|1|6",62
3745,"csp_6_8","cond|1|6",60
3749,"csp_5_2","cond|1|6",60
3754,"csp_2_3","cond|2|2",60
3797,"csp_4_6","cond|1|6",54
3798,"csp_4_7","cond|1|6",60
3801,"csp_3_3","cond|1|6",51
3806,"csp_2_1","cond|2|2",65
3811,"csp_6_4","cond|1|5",62
3816,"csp_5_6","cond|1|6",60
3819,"csp_4_5","cond|1|6",60
3821,"csp_6_8","cond|1|6",63
3844,"csp_4_6","cond|1|6",59
3852,"csp_5_6","cond|1|6",59
3861,"csp_4_5","cond|1|6",64
3869,"csp_6_7","cond|1|6",58
3877,"csp_5_4","cond|1|6",56
3879,"csp_3_3","cond|1|6",65
3899,"csp_5_6","cond|1|6",61
3905,"csp_4_5","cond|1|6",60
3911,"csp_5_2","cond|1|6",60
3919,"csp_5_6","cond|1|6",60
3932,"csp_5_6","cond|1|6",60
3944,"csp_5_2","cond|1|6",61
3967,"csp_4_7","cond|1|5",63
3970,"csp_6_3","cond|1|5",56
3973,"csp_6_4","cond|1|6",58
3976,"csp_4_6","cond|1|6",65
3977,"csp_6_2","cond|1|6",57
4007,"csp_2_1","cond|2|3",65
4017,"csp_3_1","cond|2|2",65
4024,"csp_5_4","cond|1|6",57
4036,"csp_6_7","cond|1|6",63
4050,"csp_4_7","cond|1|2",56
4054,"csp_5_2","cond|1|6",59
4059,"csp_3_4","cond|1|6",60
4062,"csp_5_5","cond|1|6",65
4068,"csp_5_2","cond|1|6",63
4070,"csp_5_4","cond|1|6",60
4078,"csp_6_9","cond|1|6",64
4081,"csp_5_2","cond|1|6",65
4109,"csp_3_3","cond|1|6",60
4119,"csp_5_4","cond|1|6",60
4136,"csp_5_6","cond|1|6",60
4140,"csp_6_8","cond|1|6",60
4142,"csp_5_2","cond|1|6",60
4150,"csp_5_4","cond|1|6",59
4154,"csp_4_3","cond|2|1",55
4156,"csp_6_3","cond|1|6",56
4160,"csp_4_5","cond|1|6",58
4193,"csp_6_8","cond|1|6",60
4196,"csp_2_1","cond|2|2",62
4198,"csp_5_6","cond|1|6",60
4199,"csp_5_4","cond|1|6",60
4219,"csp_3_8","cond|1|6",57
4220,"csp_5_2","cond|1|6",60
4223,"csp_6_8","cond|1|6",60
4228,"csp_3_4","cond|1|6",61
4234,"csp_2_2","cond|2|1",64
4236,"csp_5_4","cond|1|6",65
4239,"csp_5_4","cond|1|6",60
4247,"csp_2_2","cond|2|1",62
4249,"csp_5_6","cond|1|6",60
4255,"csp_5_5","cond|1|6",65
4257,"csp_4_2","cond|2|1",65
4259,"csp_5_6","cond|1|6",60
4273,"csp_4_5","cond|1|6",60
4278,"csp_2_1","cond|2|1",60
4281,"csp_5_5","cond|1|6",64
4294,"csp_5_3","cond|1|6",63
4296,"csp_2_3","cond|2|2",60
4317,"csp_3_7","cond|1|6",60
4321,"csp_4_8","cond|1|6",60
4333,"csp_5_6","cond|1|5",59
4338,"csp_5_4","cond|1|5",60
4354,"csp_6_2","cond|1|6",60
4355,"csp_5_2","cond|1|6",58
4365,"csp_1_1","cond|2|1",58
4366,"csp_5_3","cond|1|6",60
4394,"csp_1_1","cond|2|1",58
4398,"csp_5_6","cond|1|6",60
4402,"csp_5_2","cond|1|6",60
4406,"csp_6_7","cond|1|6",58
4416,"csp_5_4","cond|1|6",60
4425,"csp_5_6","cond|1|6",65
4431,"csp_5_3","cond|1|6",54
4435,"csp_5_4","cond|1|6",60
4436,"csp_5_5","cond|1|6",60
4450,"csp_5_2","cond|1|6",60
4452,"csp_2_1","cond|2|2",60
4454,"csp_1_1","cond|2|1",60
4458,"csp_1_1","cond|2|1",53
4460,"csp_5_2","cond|1|5",54
4470,"csp_2_2","cond|2|1",60
4471,"csp_3_7","cond|1|6",63
4505,"csp_5_5","cond|1|6",60
4511,"csp_2_2","cond|2|2",60
4542,"csp_6_2","cond|1|6",64
4548,"csp_5_2","cond|1|6",56
4555,"csp_5_2","cond|1|6",61
4561,"csp_1_1","cond|2|1",60
4562,"csp_5_2","cond|1|6",60
4573,"csp_6_4","cond|1|2",57
4578,"csp_1_1","cond|2|1",60
4580,"csp_5_2","cond|1|6",65
4583,"csp_1_1","cond|2|1",60
4593,"csp_2_1","cond|2|1",69
4601,"csp_6_8","cond|1|6",60
4613,"csp_5_2","cond|1|6",60
4618,"csp_2_1","cond|2|1",60
4638,"csp_3_8","cond|1|6",54
4639,"csp_4_6","cond|1|6",65
4644,"csp_3_1","cond|2|2",60
4647,"csp_5_4","cond|1|6",60
4649,"csp_6_3","cond|1|6",59
4670,"csp_5_2","cond|1|6",60
4671,"csp_5_2","cond|1|6",54
4677,"csp_5_2","cond|1|6",56
4701,"csp_5_6","cond|1|6",60
4703,"csp_4_3","cond|1|6",60
4704,"csp_6_7","cond|1|6",60
4705,"csp_5_4","cond|1|6",61
4715,"csp_5_3","cond|1|6",60
4717,"csp_4_3","cond|2|1",57
4723,"csp_1_1","cond|2|2",64
4727,"csp_2_2","cond|2|1",60
4737,"csp_5_2","cond|1|6",60
4739,"csp_6_7","cond|1|6",60
4740,"csp_5_3","cond|1|6",63
4741,"csp_5_2","cond|1|6",60
4746,"csp_5_4","cond|1|6",65
4747,"csp_4_6","cond|1|6",59
4755,"csp_5_2","cond|1|3",60
4764,"csp_5_6","cond|1|6",60
4772,"csp_6_3","cond|1|6",62
4784,"csp_2_2","cond|2|2",66
4786,"csp_1_3","cond|2|2",65
4787,"csp_4_7","cond|1|6",65
4795,"csp_2_1","cond|2|1",58
4804,"csp_6_7","cond|1|6",56
4809,"csp_4_6","cond|1|6",60
4811,"csp_5_5","cond|1|6",60
4829,"csp_6_4","cond|1|6",60
4837,"csp_5_2","cond|1|6",66
4854,"csp_2_2","cond|2|1",60
4864,"csp_5_2","cond|1|6",60
4874,"csp_5_2","cond|1|6",55
4884,"csp_6_4","cond|1|6",60
4886,"csp_4_2","cond|1|6",62
4888,"csp_1_3","cond|2|2",60
4890,"csp_6_2","cond|1|6",60
4891,"csp_6_4","cond|1|6",60
4895,"csp_5_3","cond|1|6",55
4906,"csp_1_3","cond|2|2",60
4921,"csp_6_7","cond|1|6",53
4932,"csp_6_2","cond|1|6",64
4955,"csp_5_3","cond|1|6",57
4963,"csp_5_2","cond|1|6",59
4969,"csp_5_5","cond|1|6",60
4978,"csp_6_7","cond|1|6",60
4980,"csp_6_7","cond|1|6",65
4982,"csp_6_7","cond|1|6",61
4990,"csp_5_5","cond|1|6",60
4991,"csp_6_8","cond|1|6",60
5006,"csp_2_3","cond|2|2",60
5010,"csp_6_7","cond|1|6",60
5028,"csp_6_2","cond|1|6",65
5039,"csp_6_4","cond|1|6",62
5040,"csp_5_4","cond|1|6",63
5045,"csp_5_6","cond|1|6",60
5048,"csp_6_7","cond|1|6",60
5053,"csp_6_8","cond|1|6",65
5060,"csp_3_7","cond|1|6",57
5086,"csp_5_6","cond|1|6",60
5092,"csp_5_2","cond|1|6",60
5093,"csp_2_1","cond|2|1",64
5098,"csp_4_3","cond|1|6",60
5100,"csp_5_6","cond|1|6",62
5110,"csp_6_9","cond|1|6",61
5112,"csp_6_8","cond|1|6",60
5114,"csp_1_1","cond|2|1",60
5118,"csp_4_8","cond|1|6",59
5120,"csp_5_2","cond|1|6",63
